question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value
25,1,What's the value of the difference between total assets and non operating expenses for Atlas Global Industries in 2021,"diff(25_total_assets, 25_non_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""25_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""25_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}}",173408.0,1,1,1,594021782,924255163,42,0.44,1,2,2,25_total_assets,total_assets,total assets,Atlas Global Industries,2021,M_USD,186854.0,25_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2021,M_USD,13446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,evaluate the the minimum of revenue for Quantum Bridge Holdings using values from 2022 through 2025 .,"min(min(min(14_revenue, 15_revenue), 16_revenue), 17_revenue)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""14_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""15_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""16_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""17_revenue"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min""}",84608.0,3,0,3,122998994,731980933,42,0.484,0,1,4,14_revenue,revenue,revenue,Quantum Bridge Holdings,2022,M_USD,84608.0,15_revenue,revenue,revenue,Quantum Bridge Holdings,2023,M_USD,86107.0,16_revenue,revenue,revenue,Quantum Bridge Holdings,2024,M_USD,97118.0,17_revenue,revenue,revenue,Quantum Bridge Holdings,2025,M_USD,93742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,evaluate the current assets for Pinnacle Health Group in 2024,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""34_cash"", ""depth"": 0}, ""right"": {""leaf"": ""34_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""34_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets""}",9578.0,3,0,3,365260635,119778234,42,0.317,0,1,4,34_cash,cash,cash,Pinnacle Health Group,2024,M_USD,3961.0,34_accounts_receivable,accounts_receivable,accounts receivable,Pinnacle Health Group,2024,M_USD,2682.0,34_inventories,inventories,inventories,Pinnacle Health Group,2024,M_USD,1096.0,34_short_term_investments,short_term_investments,short term investments,Pinnacle Health Group,2024,M_USD,1839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2,evaluate the operating income for Orion Financial Group in 2021,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""55_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""55_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""55_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income""}",1539.0,3,0,2,487182120,3484630,42,0.586,0,1,3,55_revenue,revenue,revenue,Orion Financial Group,2021,M_USD,98792.0,55_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Orion Financial Group,2021,M_USD,73202.0,55_operating_expenses,operating_expenses,operating expenses,Orion Financial Group,2021,M_USD,24051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,Determine the difference between cost of goods sold and non operating expenses for NovaStar Technologies in 2022 .,"diff(20_cost_of_goods_sold, 20_non_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""20_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""20_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}}",44133.0,1,1,1,818150683,191825997,42,0.535,1,2,2,20_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NovaStar Technologies,2022,M_USD,63528.0,20_non_operating_expenses,non_operating_expenses,non operating expenses,NovaStar Technologies,2022,M_USD,19395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,what's the value of the total equity for Atlas Global Industries in 2023 ?,27_total_equity,"{""leaf"": ""27_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",70860.0,2,0,0,320452650,903735581,42,0.176,0,1,1,27_total_equity,total_equity,total equity,Atlas Global Industries,2023,M_USD,70860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,could you give the longterm liabilities for Helix BioSciences in 2020,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""72_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities""}",82214.0,1,0,1,818739736,173461957,42,0.399,0,1,2,72_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2020,M_USD,128949.0,72_current_liabilities,current_liabilities,current liabilities,Helix BioSciences,2020,M_USD,46735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,could you give the the maximum of cash for Helix BioSciences using values from 2021 through 2025,"max(max(max(max(73_cash, 74_cash), 75_cash), 76_cash), 77_cash)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""73_cash"", ""depth"": 0}, ""right"": {""leaf"": ""74_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""75_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""76_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""77_cash"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max""}",62300.0,1,0,4,524636385,20912992,42,0.565,0,1,5,73_cash,cash,cash,Helix BioSciences,2021,M_USD,18724.0,74_cash,cash,cash,Helix BioSciences,2022,M_USD,62300.0,75_cash,cash,cash,Helix BioSciences,2023,M_USD,41405.0,76_cash,cash,cash,Helix BioSciences,2024,M_USD,44810.0,77_cash,cash,cash,Helix BioSciences,2025,M_USD,38481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,7,Which value corresponds to the sum of accounts receivable for SilverLine Retail Inc in 2021 and ratio of sum of sum of sum of sum of sum of total liabilities for SilverLine Retail Inc in 2020 and total liabilities for SilverLine Retail Inc in 2021 and total liabilities for SilverLine Retail Inc in 2022 and total liabilities for SilverLine Retail Inc in 2023 and total liabilities for SilverLine Retail Inc in 2024 and total liabilities for SilverLine Retail Inc in 2025 to 6.0,"sum(43_accounts_receivable, ratio(sum(sum(sum(sum(sum(42_total_liabilities, 43_total_liabilities), 44_total_liabilities), 45_total_liabilities), 46_total_liabilities), 47_total_liabilities), 6.0))","{""op"": ""sum"", ""left"": {""leaf"": ""43_accounts_receivable"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""42_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""43_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""44_total_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""45_total_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""46_total_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""47_total_liabilities"", ""depth"": 0}, ""depth"": 5}, ""right"": {""literal"": 6.0, ""depth"": 0}, ""depth"": 6}, ""depth"": 7}","{""kind"": ""node"", ""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}, ""right"": {""kind"": ""time_agg"", ""op"": ""avg""}}",423156.6666666667,3,1,7,943520428,892994062,42,0.22,1,2,7,43_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2021,M_USD,84562.0,42_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2020,M_USD,376312.0,43_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2021,M_USD,390166.0,44_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2022,M_USD,295198.0,45_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2023,M_USD,443194.0,46_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2024,M_USD,328593.0,47_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2025,M_USD,198105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,determine the the maximum of short term investments for NovaStar Technologies using values from 2022 through 2025.,"max(max(max(20_short_term_investments, 21_short_term_investments), 22_short_term_investments), 23_short_term_investments)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""20_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""21_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""22_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""23_short_term_investments"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max""}",54586.0,1,0,3,258633898,942755630,42,0.143,0,1,4,20_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2022,M_USD,22902.0,21_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2023,M_USD,54586.0,22_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2024,M_USD,37074.0,23_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2025,M_USD,18240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,What's the value of the cost of goods sold for Atlas Global Industries in 2024?,28_cost_of_goods_sold,"{""leaf"": ""28_cost_of_goods_sold"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",64502.0,1,0,0,521828280,876198296,42,0.589,0,1,1,28_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2024,M_USD,64502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,Could you give the revenue for Helix BioSciences in 2022 ?,74_revenue,"{""leaf"": ""74_revenue"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",228916.0,2,0,0,571988889,822308461,42,0.164,0,1,1,74_revenue,revenue,revenue,Helix BioSciences,2022,M_USD,228916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,Compute the average total equity for NovaStar Technologies across years 2021 through 2023,"ratio(sum(sum(19_total_equity, 20_total_equity), 21_total_equity), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""19_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""20_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg""}",68426.33333333333,4,0,3,936767846,651325257,42,0.582,0,1,3,19_total_equity,total_equity,total equity,NovaStar Technologies,2021,M_USD,25728.0,20_total_equity,total_equity,total equity,NovaStar Technologies,2022,M_USD,41244.0,21_total_equity,total_equity,total equity,NovaStar Technologies,2023,M_USD,138307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,Compute the cash for NovaStar Technologies in 2023 .,21_cash,"{""leaf"": ""21_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",78006.0,2,0,0,997413271,579064766,42,0.456,0,1,1,21_cash,cash,cash,NovaStar Technologies,2023,M_USD,78006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,which quantity is given by the the minimum of total liabilities for Crimson Pharmaceuticals using values from 2022 through 2023,"min(86_total_liabilities, 87_total_liabilities)","{""op"": ""min"", ""left"": {""leaf"": ""86_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""87_total_liabilities"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""min""}",292999.0,3,0,1,428414718,721218382,42,0.319,0,1,2,86_total_liabilities,total_liabilities,total liabilities,Crimson Pharmaceuticals,2022,M_USD,292999.0,87_total_liabilities,total_liabilities,total liabilities,Crimson Pharmaceuticals,2023,M_USD,372880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3,Give the the maximum of inventories for Titan Consumer Brands using values from 2020 through 2023 .,"max(max(max(60_inventories, 61_inventories), 62_inventories), 63_inventories)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""61_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""62_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""63_inventories"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max""}",18939.0,1,0,3,555742829,484779555,42,0.224,0,1,4,60_inventories,inventories,inventories,Titan Consumer Brands,2020,M_USD,12797.0,61_inventories,inventories,inventories,Titan Consumer Brands,2021,M_USD,9166.0,62_inventories,inventories,inventories,Titan Consumer Brands,2022,M_USD,18939.0,63_inventories,inventories,inventories,Titan Consumer Brands,2023,M_USD,12620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,Whats the value of the average non operating expenses for Atlas Global Industries across years 2022 through 2024 ?,"ratio(sum(sum(26_non_operating_expenses, 27_non_operating_expenses), 28_non_operating_expenses), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""26_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""27_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""28_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg""}",12855.666666666666,1,0,3,68747287,363016614,42,0.394,0,1,3,26_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2022,M_USD,12182.0,27_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2023,M_USD,11884.0,28_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2024,M_USD,14501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,May you calculate the average total liabilities for Helix BioSciences across years 2024 through 2025?,"ratio(sum(76_total_liabilities, 77_total_liabilities), 2.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""76_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""77_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""avg""}",113939.5,2,0,2,247083812,631832764,42,0.104,0,1,2,76_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2024,M_USD,81789.0,77_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2025,M_USD,146090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,may you give the inventories for Ironclad Manufacturing in 2020,36_inventories,"{""leaf"": ""36_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",22596.0,1,0,0,760038427,677641645,42,0.214,0,1,1,36_inventories,inventories,inventories,Ironclad Manufacturing,2020,M_USD,22596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,Calculate the total equity for Orion Financial Group in 2025.,59_total_equity,"{""leaf"": ""59_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",113173.0,3,0,0,972187337,33729406,42,0.135,0,1,1,59_total_equity,total_equity,total equity,Orion Financial Group,2025,M_USD,113173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,Compute the the maximum of operating expenses for Pinnacle Health Group using values from 2024 through 2025,"max(34_operating_expenses, 35_operating_expenses)","{""op"": ""max"", ""left"": {""leaf"": ""34_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""35_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""max""}",3455.0,4,0,1,255555531,299012686,42,0.207,0,1,2,34_operating_expenses,operating_expenses,operating expenses,Pinnacle Health Group,2024,M_USD,1168.0,35_operating_expenses,operating_expenses,operating expenses,Pinnacle Health Group,2025,M_USD,3455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,what do we obtain as the inventories for ClearPath Logistics in 2021,79_inventories,"{""leaf"": ""79_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",9802.0,4,0,0,142068763,776693898,42,0.221,0,1,1,79_inventories,inventories,inventories,ClearPath Logistics,2021,M_USD,9802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8,which quantity is given by the result of the minimum of inventories for Crimson Pharmaceuticals using values from 2022 through 2025 scaled by ratio of ratio of sum of sum of sum of sum of sum of revenue for Crimson Pharmaceuticals in 2020 and revenue for Crimson Pharmaceuticals in 2021 and revenue for Crimson Pharmaceuticals in 2022 and revenue for Crimson Pharmaceuticals in 2023 and revenue for Crimson Pharmaceuticals in 2024 and revenue for Crimson Pharmaceuticals in 2025 to 6.0 to revenue for Crimson Pharmaceuticals in 2024?,"mul(min(min(min(86_inventories, 87_inventories), 88_inventories), 89_inventories), ratio(ratio(sum(sum(sum(sum(sum(84_revenue, 85_revenue), 86_revenue), 87_revenue), 88_revenue), 89_revenue), 6.0), 88_revenue))","{""op"": ""mul"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""86_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""87_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""88_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""89_inventories"", ""depth"": 0}, ""depth"": 3}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""84_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""85_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_revenue"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""88_revenue"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""89_revenue"", ""depth"": 0}, ""depth"": 5}, ""right"": {""literal"": 6.0, ""depth"": 0}, ""depth"": 6}, ""right"": {""leaf"": ""88_revenue"", ""depth"": 0}, ""depth"": 7}, ""depth"": 8}","{""kind"": ""node"", ""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""min""}, ""right"": {""kind"": ""node"", ""op"": ""ratio"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg""}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}}}",15561.21063158791,4,2,8,507850824,867043303,42,0.195,2,3,11,86_inventories,inventories,inventories,Crimson Pharmaceuticals,2022,M_USD,28424.0,87_inventories,inventories,inventories,Crimson Pharmaceuticals,2023,M_USD,17260.0,88_inventories,inventories,inventories,Crimson Pharmaceuticals,2024,M_USD,24991.0,89_inventories,inventories,inventories,Crimson Pharmaceuticals,2025,M_USD,35247.0,84_revenue,revenue,revenue,Crimson Pharmaceuticals,2020,M_USD,463236.0,85_revenue,revenue,revenue,Crimson Pharmaceuticals,2021,M_USD,550238.0,86_revenue,revenue,revenue,Crimson Pharmaceuticals,2022,M_USD,616787.0,87_revenue,revenue,revenue,Crimson Pharmaceuticals,2023,M_USD,714010.0,88_revenue,revenue,revenue,Crimson Pharmaceuticals,2024,M_USD,712606.0,89_revenue,revenue,revenue,Crimson Pharmaceuticals,2025,M_USD,797936.0,88_revenue,revenue,revenue,Crimson Pharmaceuticals,2024,M_USD,712606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,What is the value of the longterm liabilities for SilverLine Retail Inc in 2020 ?,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""42_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""42_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities""}",273650.0,4,0,1,104078666,707577342,42,0.277,0,1,2,42_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2020,M_USD,376312.0,42_current_liabilities,current_liabilities,current liabilities,SilverLine Retail Inc,2020,M_USD,102662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,what does the following give: operating expenses for Cobalt Semiconductor in 2025?,71_operating_expenses,"{""leaf"": ""71_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""]}",9183.0,1,0,0,441417711,501463916,42,0.437,0,1,1,71_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2025,M_USD,9183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
